,appearance,breakfast,service,staff,variety,price,taste,hotel
11849,1,No,5,3,1,2,1,2
11850,1,No,4,5,1,2,2,2
11851,1,No,5,4,1,1,1,1
11852,8,"Yes, next time not",7,6,3,8,8,9
11853,4,"Yes, again",8,4,3,5,5,6
11854,2,No,6,2,1,3,3,3
11855,4,"Yes, next time not",7,4,3,6,6,6
11856,2,No,6,3,2,4,4,4
11857,2,No,5,4,1,3,3,3
11858,2,No,5,2,1,3,3,3
11859,1,No,5,4,1,2,2,2
11860,9,No,6,3,9,9,10,10
11861,3,No,5,4,2,5,4,4
11862,2,No,5,4,1,3,3,3
11863,1,No,5,2,1,1,1,1
11864,2,No,5,4,1,3,4,3
11865,1,No,6,2,1,2,2,2
11866,1,No,5,2,1,1,1,1
11867,5,No,6,3,3,7,7,7
11868,2,No,5,3,1,3,3,3
11869,2,No,5,4,1,4,4,4
11870,1,No,6,2,1,1,1,1
11871,5,No,6,3,3,6,6,7
11872,2,No,5,4,1,4,3,3
11873,2,No,5,3,1,3,3,3
11874,5,No,5,4,3,7,7,7
11875,2,No,6,3,1,3,3,3
11876,2,"Yes, next time not",7,3,1,3,3,3
11877,3,"Yes, next time not",6,4,2,4,4,4
11878,2,No,5,4,1,3,3,3
11879,5,No,5,4,6,6,7,6
11880,1,No,5,3,1,2,2,2
11881,7,No,5,4,3,8,8,8
11882,4,No,5,2,3,6,6,6
11883,3,No,6,3,1,4,4,4
11884,3,No,5,3,2,4,4,4
11885,1,No,5,2,1,2,2,2
11886,5,No,6,1,6,7,7,7
11887,1,No,5,2,1,2,2,2
11888,4,No,5,3,5,6,6,6
11889,1,No,5,3,1,2,2,2
11890,2,No,5,4,1,3,4,4
11891,5,No,6,3,3,6,6,6
11892,1,No,6,1,1,2,2,2
11893,1,No,5,3,1,2,2,2
11894,9,"Yes, next time not",6,6,8,9,9,9
11895,1,No,6,3,1,1,1,1
11896,3,No,5,4,3,5,5,5
11897,4,No,5,4,4,6,6,6
11898,5,No,3,4,5,7,7,6
11899,1,No,5,2,1,1,1,1
11900,4,"Yes, next time not",7,4,3,5,6,6
11901,1,No,6,4,1,1,1,1
11902,3,No,5,3,2,4,4,4
11903,1,No,6,4,1,1,1,1
11904,7,"Yes, next time not",2,6,6,9,9,8
11905,3,"Yes, next time not",3,8,1,4,5,4
11906,4,No,5,4,3,6,5,5
11907,4,"Yes, next time not",7,4,3,6,6,6
11908,1,No,5,4,1,2,2,2
11909,1,No,5,2,1,2,2,2
11910,1,No,5,3,1,2,2,2
11911,1,No,5,3,1,1,1,1
11912,2,"Yes, again",8,4,1,3,3,3
11913,3,No,5,2,2,5,4,4
11914,4,"Yes, next time not",2,7,3,6,6,5
11915,4,"Yes, again",10,1,2,5,5,6
11916,4,No,5,3,2,6,6,6
11917,2,No,6,4,1,3,3,3
11918,1,No,5,2,1,2,2,2
11919,1,"Yes, next time not",6,2,1,1,1,1
11920,5,No,6,2,6,6,7,6
11921,2,No,5,4,1,3,4,3
11922,1,No,5,2,1,2,2,2
11923,3,No,5,4,2,4,4,4
11924,1,No,6,1,1,1,1,1
11925,4,"Yes, next time not",7,4,2,6,6,6
11926,2,No,6,2,1,3,3,3
11927,3,No,5,3,2,5,5,5
11928,1,No,6,4,1,2,2,2
11929,2,No,5,4,1,3,3,3
11930,7,No,4,4,6,8,8,8
11931,1,No,5,3,1,2,2,2
11932,1,No,4,3,1,2,2,2
11933,3,No,6,3,2,5,5,5
11934,3,No,6,2,2,4,4,4
11935,3,No,5,1,2,5,4,4
11936,1,No,5,4,1,2,2,2
11937,4,No,6,3,2,6,6,6
11938,5,No,4,2,4,7,7,6
11939,3,"Yes, next time not",7,4,1,4,4,5
11940,6,No,5,4,4,7,7,7
11941,1,No,6,3,1,1,1,1
11942,1,No,5,2,1,2,2,2
11943,1,No,5,2,1,1,1,1
11944,1,No,6,2,1,1,1,2
11945,4,"Yes, next time not",7,4,2,5,5,6
11946,1,No,5,2,1,2,2,2
11947,4,No,6,4,2,6,6,6
11948,2,No,6,4,2,4,4,4
11949,1,No,5,4,1,1,1,1
11950,1,No,5,2,1,1,1,1
11951,6,No,5,2,5,7,7,7
11952,1,No,6,2,1,1,1,1
11953,2,No,5,2,1,3,3,3
11954,1,No,5,3,1,2,2,2
11955,1,No,5,3,1,1,1,1
11956,3,No,5,4,1,4,4,4
11957,1,No,4,3,1,2,2,1
11958,1,"Yes, next time not",6,4,1,2,2,2
11959,1,No,5,2,1,1,1,1
11960,2,No,5,3,1,3,3,3
11961,1,No,5,2,1,1,1,2
11962,7,No,5,1,5,8,8,8
11963,5,No,5,3,3,6,6,6
11964,5,No,5,4,3,6,6,6
11965,5,"Yes, next time not",7,4,3,6,6,6
11966,1,No,5,3,1,1,1,1
11967,1,No,5,4,1,1,1,1
11968,1,No,6,2,1,1,2,2
11969,2,No,6,4,1,3,3,3
11970,2,No,4,3,1,3,3,3
11971,1,No,5,2,1,1,1,1
11972,5,No,6,4,3,7,7,7
11973,5,No,5,4,5,7,7,7
11974,1,No,6,4,1,1,1,1
11975,6,No,5,2,4,7,7,7
11976,5,No,5,4,5,6,6,6
11977,1,"Yes, next time not",6,6,1,1,1,1
11978,5,No,6,3,3,6,6,6
11979,2,"Yes, next time not",2,7,1,4,4,3
11980,1,No,5,3,1,2,2,2
11981,1,No,6,3,1,2,2,2
11982,4,"Yes, again",8,4,2,6,5,6
11983,3,No,5,2,2,4,5,4
11984,2,"Yes, next time not",6,2,1,4,4,4
11985,3,No,5,4,2,4,4,4
11986,1,No,5,4,1,1,1,1
11987,5,No,5,4,3,7,7,7
11988,4,No,6,2,3,5,5,5
11989,1,No,6,4,1,2,2,2
11990,7,No,5,4,9,8,8,8
11991,2,No,4,4,1,3,3,3
11992,4,"Yes, next time not",3,6,3,6,6,5
11993,2,No,5,3,1,3,3,3
11994,2,No,5,2,1,3,3,3
11995,1,No,6,3,1,2,2,2
11996,4,No,6,4,3,6,6,6
11997,4,No,6,2,2,5,5,5
11998,4,No,5,2,2,5,5,5
11999,1,No,6,2,1,1,1,1
12000,2,No,5,3,1,3,3,3
12001,1,No,5,3,1,2,2,2
12002,3,No,5,2,2,4,4,4
12003,3,No,5,4,2,4,4,4
12004,1,No,6,2,1,2,2,2
12005,1,No,6,2,1,2,2,2
12006,9,No,6,2,7,9,10,10
12007,3,No,5,4,2,4,4,4
12008,1,No,6,2,1,2,2,2
12009,1,No,3,7,1,1,1,1
12010,1,No,5,4,1,2,2,2
12011,4,No,6,3,3,6,6,6
12012,1,No,5,2,1,2,2,2
12013,1,No,5,3,1,2,2,2
12014,1,No,6,2,1,2,2,2
12015,3,"Yes, next time not",4,6,2,4,4,4
12016,1,No,5,2,1,2,2,2
12017,5,No,4,4,2,7,7,6
12018,5,No,6,2,4,6,6,6
12019,3,No,5,3,2,4,5,4
12020,1,No,5,4,1,2,2,2
12021,1,"Yes, next time not",7,3,1,1,1,2
12022,1,No,5,3,1,2,2,2
12023,1,No,6,3,1,2,2,2
12024,3,No,4,4,1,4,4,4
12025,1,No,3,2,1,2,2,1
12026,1,No,5,3,1,2,2,2
12027,4,No,5,4,6,6,6,6
12028,1,No,5,4,1,2,2,1
12029,1,No,6,2,1,2,2,2
12030,1,No,6,4,1,2,2,2
12031,2,No,5,1,1,4,4,4
12032,2,No,6,2,1,3,3,3
12033,7,No,5,3,7,8,8,8
12034,1,No,5,3,1,1,1,1
12035,1,No,6,2,1,1,1,1
12036,3,No,5,4,2,4,4,4
12037,3,No,5,3,2,4,4,4
12038,1,No,5,2,1,1,1,1
12039,2,No,6,2,1,3,3,3
12040,1,No,5,2,1,2,2,2
12041,5,No,5,3,4,7,7,6
12042,2,No,5,3,1,3,3,3
12043,4,"Yes, next time not",6,7,4,6,6,6
12044,4,No,5,2,3,6,6,6
12045,1,No,5,2,1,1,1,1
12046,4,"Yes, next time not",7,4,4,6,6,6
12047,1,No,6,2,1,2,2,2
12048,1,No,4,4,1,1,1,1
12049,7,"Yes, next time not",7,2,6,8,8,8
12050,1,No,6,3,1,1,1,1
12051,1,No,6,4,1,2,2,2
12052,4,"Yes, next time not",6,2,2,5,5,6
12053,4,"Yes, next time not",3,8,4,6,6,6
12054,2,No,5,2,2,4,4,4
12055,2,No,6,4,1,3,3,3
12056,3,No,5,3,2,4,4,4
12057,1,No,4,4,1,2,2,1
12058,1,No,4,3,1,2,2,2
12059,1,No,6,2,1,1,1,1
12060,1,No,5,2,1,2,2,2
12061,4,No,5,3,3,6,6,6
12062,5,No,4,2,3,7,7,6
12063,7,No,5,4,5,8,8,8
12064,1,No,5,3,1,1,1,1
12065,1,No,5,3,1,1,1,1
12066,2,No,5,4,1,3,3,3
12067,4,No,6,4,2,5,5,5
12068,3,No,6,4,2,5,5,5
12069,2,No,4,4,1,3,3,3
12070,1,No,6,3,1,2,2,2
12071,1,No,5,2,1,2,2,2
12072,4,No,5,2,3,6,6,6
12073,3,No,4,4,2,4,5,4
12074,1,No,5,2,1,1,1,1
12075,1,No,5,4,1,2,2,2
12076,4,"Yes, next time not",7,4,4,6,6,6
12077,3,No,6,4,2,5,5,5
12078,4,No,5,4,4,6,6,6
12079,5,No,6,2,3,6,6,6
12080,4,No,5,4,4,6,6,6
12081,4,No,6,4,5,6,6,6
12082,1,No,5,3,1,1,1,1
12083,1,No,5,3,1,2,2,2
12084,2,"Yes, next time not",6,4,1,3,3,3
12085,2,No,6,1,1,3,3,3
12086,2,No,5,2,1,4,4,4
12087,7,No,6,3,4,8,8,8
12088,1,No,5,2,1,2,2,2
12089,6,No,6,3,5,7,7,7
12090,3,No,5,3,2,4,5,4
12091,1,"Yes, again",7,4,1,2,2,2
12092,8,"Yes, next time not",7,3,8,8,9,9
12093,1,No,5,3,1,2,2,1
12094,3,No,5,2,2,4,5,4
12095,7,No,5,2,6,8,8,8
12096,2,No,5,3,1,3,3,3
12097,6,No,6,2,4,8,8,8
12098,3,No,6,2,1,4,4,4
12099,5,No,6,2,3,6,6,6
12100,7,No,5,3,5,8,8,8
12101,3,No,4,4,2,4,4,4
12102,3,No,5,2,2,4,4,4
12103,1,No,5,3,1,2,2,2
12104,1,No,6,3,1,2,2,2
12105,4,No,5,4,3,6,6,6
12106,1,No,5,3,1,2,2,2
12107,1,No,5,4,1,1,1,1
12108,1,No,6,4,1,2,2,2
12109,2,No,5,3,1,3,3,3
12110,5,No,5,2,4,7,7,7
12111,3,"Yes, next time not",8,4,2,4,4,5
12112,1,No,6,2,1,1,1,1
12113,1,No,6,1,1,2,2,2
12114,2,No,4,3,1,3,3,3
12115,2,No,6,2,1,3,4,4
12116,1,No,5,3,1,2,2,2
12117,7,No,5,3,8,8,8,8
12118,1,No,5,2,1,1,1,1
12119,2,"Yes, again",2,6,1,4,4,3
12120,1,No,5,2,1,2,2,2
12121,1,No,5,3,1,1,1,1
12122,2,No,5,3,1,3,3,3
12123,2,No,6,3,1,3,3,3
12124,6,No,5,3,4,7,7,7
12125,1,No,5,2,1,1,1,1
12126,8,No,5,3,7,8,9,9
12127,5,No,5,3,4,6,6,6
12128,4,"Yes, again",8,7,2,5,5,6
12129,1,No,6,2,1,2,2,2
12130,2,No,5,2,1,3,3,3
12131,9,No,5,3,9,10,10,10
12132,1,No,6,2,1,1,1,1
12133,3,"Yes, next time not",6,3,2,4,4,4
12134,6,"Yes, again",7,4,2,7,7,7
12135,1,"Yes, next time not",7,3,1,2,2,2
12136,4,No,6,3,4,6,6,6
12137,4,No,5,4,3,6,6,6
12138,1,No,5,2,1,1,1,1
12139,4,No,5,4,5,6,6,6
12140,7,"Yes, again",7,8,5,8,8,8
12141,3,No,5,2,2,5,5,5
12142,4,"Yes, next time not",4,6,3,6,6,6
12143,4,No,5,4,4,6,6,6
12144,1,"Yes, next time not",7,3,1,2,1,2
12145,5,No,6,2,6,7,7,7
12146,8,No,6,2,6,8,8,8
12147,2,No,5,3,1,3,3,3
12148,1,No,6,1,1,2,2,2
12149,5,No,6,3,3,7,7,7
12150,1,No,6,3,1,1,1,1
12151,3,"Yes, next time not",2,8,2,5,5,4
12152,7,"Yes, again",8,5,5,7,7,8
12153,1,No,6,4,1,2,2,2
12154,4,No,3,5,3,6,6,6
12155,1,No,6,3,1,2,2,2
12156,1,No,6,1,1,1,1,1
12157,2,No,3,4,1,4,4,3
12158,3,No,6,2,2,4,4,4
12159,7,No,5,2,5,8,8,8
12160,3,"Yes, next time not",3,7,2,4,5,4
12161,1,No,5,3,1,1,1,1
12162,2,No,6,2,2,4,4,4
12163,3,No,5,4,2,4,4,4
12164,8,"Yes, again",7,2,5,8,8,9
12165,8,No,5,2,10,9,9,8
12166,9,No,6,3,8,9,9,9
12167,1,No,6,2,1,2,2,2
12168,3,No,5,3,2,4,4,4
12169,5,No,5,3,4,6,6,6
12170,7,No,5,3,6,8,8,8
12171,5,No,6,3,4,6,7,7
12172,1,"Yes, next time not",6,3,1,2,2,2
12173,1,No,5,2,1,2,2,2
12174,2,"Yes, next time not",7,2,1,3,3,3
12175,2,No,6,4,1,3,3,3
12176,1,No,5,2,1,1,1,1
12177,2,No,6,4,1,3,3,3
12178,4,No,5,4,3,6,6,6
12179,1,No,5,4,1,1,1,1
12180,4,"Yes, again",8,6,2,6,5,6
12181,4,No,5,3,3,6,6,6
12182,4,No,5,4,3,6,6,6
12183,2,No,5,4,2,3,3,3
12184,2,No,6,4,2,3,3,3
12185,4,No,5,4,3,5,6,5
12186,4,"Yes, next time not",7,5,2,5,5,5
12187,1,No,6,3,1,2,2,2
12188,1,No,6,1,1,1,1,1
12189,1,No,5,4,1,2,2,2
12190,1,No,4,3,1,2,2,2
12191,7,"Yes, next time not",2,4,6,9,9,7
12192,1,No,5,2,1,2,2,2
12193,5,No,4,6,6,7,7,7
12194,4,No,6,4,4,6,6,6
12195,3,No,5,2,2,4,4,4
12196,7,"Yes, again",7,4,5,7,8,8
12197,1,No,5,2,1,1,1,1
12198,3,No,6,4,1,5,5,5
12199,1,No,4,4,1,2,2,1
12200,2,No,6,2,1,3,4,4
12201,5,No,6,4,4,7,7,7
12202,2,"Yes, next time not",7,5,1,3,3,3
12203,2,No,5,3,1,3,3,3
12204,4,"Yes, next time not",6,5,3,6,6,6
12205,7,No,4,4,5,8,8,8
12206,1,No,5,4,1,1,1,1
12207,4,No,5,3,4,6,6,6
12208,5,No,6,4,3,6,6,6
12209,4,No,5,4,3,6,6,5
12210,1,No,5,2,1,1,1,1
12211,4,No,6,2,4,6,6,6
12212,1,No,5,2,1,2,2,2
12213,1,No,6,3,1,1,1,1
12214,4,"Yes, next time not",6,4,3,6,6,6
12215,1,No,5,3,1,1,1,1
12216,4,"Yes, next time not",7,4,2,5,5,6
12217,5,"Yes, next time not",7,8,3,6,6,7
12218,4,"Yes, next time not",6,6,4,6,6,6
12219,4,No,5,4,5,6,6,6
12220,1,No,6,3,1,2,2,2
12221,1,No,5,3,1,1,1,1
12222,1,No,5,4,1,2,2,2
12223,1,No,6,4,1,1,1,1
12224,2,No,5,4,1,3,3,3
12225,1,No,4,3,1,2,2,2
12226,3,No,5,3,2,4,5,4
12227,5,No,6,3,4,6,6,6
12228,1,No,5,2,1,2,1,2
12229,2,No,5,2,1,4,4,4
12230,5,"Yes, next time not",2,6,3,7,7,6
12231,1,No,5,3,1,2,2,2
12232,4,"Yes, next time not",7,4,2,6,6,6
12233,5,No,6,3,3,6,6,6
12234,1,No,5,3,1,1,1,1
12235,5,No,5,2,6,6,6,6
12236,3,"Yes, next time not",6,6,2,4,4,4
12237,1,No,6,2,1,2,2,2
12238,5,No,5,3,6,6,7,6
12239,6,No,4,4,4,7,7,7
12240,5,No,4,4,4,7,7,6
12241,4,"Yes, next time not",7,6,2,5,5,6
12242,5,No,6,4,3,6,6,6
12243,2,No,5,2,1,3,4,3
12244,2,No,6,3,1,3,3,3
12245,3,No,6,3,2,4,4,4
12246,4,No,5,3,3,5,6,5
12247,4,"Yes, again",9,4,2,6,6,7
12248,1,No,5,2,1,1,2,1
12249,1,No,5,3,1,2,2,2
12250,4,No,6,3,3,5,5,5
12251,1,No,5,4,1,2,2,2
12252,3,No,6,3,2,4,4,4
12253,1,No,6,4,1,2,2,2
12254,2,No,4,3,1,3,3,3
12255,1,No,5,4,1,2,2,2
12256,1,No,5,2,1,1,1,1
12257,9,"Yes, again",10,2,6,9,8,10
12258,7,No,6,4,6,8,8,8
12259,3,No,4,4,2,5,4,4
12260,2,No,5,3,1,3,3,3
12261,5,No,5,3,4,6,7,6
12262,5,No,4,4,4,7,6,6
12263,5,No,6,4,4,7,7,7
12264,10,No,6,2,10,10,10,10
12265,5,"Yes, next time not",7,6,3,6,7,7
12266,2,"Yes, next time not",5,6,1,3,3,3
12267,2,No,5,4,1,3,3,3
12268,5,No,4,6,5,7,7,6
12269,5,No,5,4,5,7,7,6
12270,5,No,5,1,5,7,7,7
12271,3,"Yes, next time not",5,6,2,4,4,4
12272,1,No,6,2,1,2,2,2
12273,3,No,5,3,1,5,5,5
12274,3,No,5,3,2,4,4,4
12275,2,No,5,3,1,4,4,4
12276,1,No,6,4,1,2,2,2
12277,6,No,6,4,4,7,7,7
12278,1,No,5,2,1,2,2,2
12279,1,No,5,2,1,1,2,1
12280,5,No,5,3,4,7,7,7
12281,3,No,4,4,2,5,5,4
12282,1,No,6,3,1,1,1,2
12283,1,No,5,4,1,1,1,1
12284,2,"Yes, next time not",7,6,1,2,2,3
12285,3,No,4,3,2,5,5,5
12286,2,No,5,3,2,3,3,3
12287,2,No,6,3,1,4,4,4
12288,1,No,6,4,1,2,2,2
12289,7,No,5,2,7,8,8,8
12290,2,"Yes, next time not",4,6,2,3,3,3
12291,2,"Yes, next time not",7,3,1,3,3,3
12292,1,"Yes, next time not",7,3,1,1,1,2
12293,2,No,6,3,1,3,3,3
12294,1,No,4,4,1,2,2,2
12295,2,No,5,4,2,3,3,3
12296,2,No,6,4,1,4,4,4
12297,2,No,5,3,1,3,3,3
12298,1,No,5,4,1,2,1,1
12299,1,No,5,4,1,2,2,1
12300,1,No,5,2,1,1,1,1
12301,1,No,6,2,1,1,1,1
12302,7,"Yes, next time not",7,4,5,8,8,8
12303,4,No,5,4,2,5,5,5
12304,5,No,6,4,4,7,7,7
12305,2,No,5,4,1,3,3,3
12306,1,No,5,3,1,1,1,1
12307,1,"Yes, next time not",7,2,1,1,1,2
12308,1,No,6,2,1,2,2,3
12309,2,No,5,3,1,3,3,3
12310,6,No,6,4,4,7,7,7
12311,1,"Yes, next time not",2,6,1,2,2,1
12312,1,No,5,4,1,1,1,1
12313,3,No,5,4,3,4,4,4
12314,1,No,6,2,1,1,1,2
12315,8,"Yes, next time not",7,5,4,8,8,9
12316,3,No,5,3,1,4,4,4
12317,2,No,5,4,1,4,4,3
12318,3,"Yes, next time not",4,7,1,4,4,4
12319,5,No,5,3,3,7,7,7
12320,3,No,5,4,2,4,4,4
12321,2,No,5,2,2,4,4,4
12322,7,No,4,5,8,8,8,8
12323,3,No,5,2,2,5,5,5
12324,1,No,6,2,1,1,1,1
12325,5,No,5,3,5,6,6,6
12326,1,"Yes, next time not",7,5,1,1,1,1
12327,4,No,5,4,3,6,6,6
12328,3,No,6,2,2,4,4,4
12329,1,"Yes, next time not",7,3,1,1,1,1
12330,2,No,5,4,1,3,3,3
12331,3,"Yes, again",7,4,2,4,4,5
12332,2,No,5,3,1,3,3,3
12333,5,No,5,6,4,7,7,7
12334,4,No,6,4,2,5,5,5
12335,1,No,3,7,1,2,2,2
12336,5,No,4,4,4,7,7,7
12337,1,No,5,3,1,2,2,2
12338,1,No,6,1,1,2,2,2
12339,4,"Yes, next time not",5,6,3,6,6,6
12340,1,No,4,4,1,2,2,1
12341,7,No,5,3,7,8,8,8
12342,3,No,6,3,1,4,4,4
12343,5,No,5,3,5,7,7,6
12344,2,No,5,3,2,3,3,3
12345,2,No,4,3,1,4,4,3
12346,5,No,5,5,6,7,7,7
12347,10,No,5,2,7,10,10,10
12348,9,"Yes, again",8,4,9,9,9,10
12349,3,"Yes, next time not",4,6,1,4,4,4
12350,2,No,5,4,1,3,3,3
12351,1,No,4,3,1,1,1,1
12352,5,No,6,4,3,6,6,6
12353,7,No,4,2,7,8,8,8
12354,2,"Yes, next time not",3,8,1,3,3,3
12355,3,No,5,3,3,5,5,5
12356,4,"Yes, again",9,2,2,5,5,6
12357,1,No,5,3,1,2,2,2
12358,2,No,4,4,1,3,3,3
12359,1,No,6,4,1,2,2,2
12360,1,No,6,4,1,2,2,2
12361,3,No,5,4,2,4,5,4
12362,1,No,6,4,1,2,2,2
12363,2,No,6,2,1,3,3,3
12364,5,No,5,4,4,6,6,6
12365,3,No,5,2,2,5,5,5
12366,3,"Yes, next time not",7,4,2,4,4,4
12367,2,No,5,3,2,4,4,4
12368,1,No,5,2,1,1,1,1
12369,5,No,4,4,5,7,7,6
12370,1,No,4,3,1,2,2,2
12371,2,No,6,2,1,3,3,3
12372,1,No,6,1,1,2,2,2
12373,5,No,5,4,3,7,6,6
12374,1,No,5,2,1,1,1,1
12375,1,No,6,2,1,1,1,2
12376,4,"Yes, next time not",7,5,2,5,5,5
12377,1,"Yes, again",1,8,1,2,1,1
12378,2,No,5,4,1,3,3,3
12379,2,"Yes, next time not",7,3,1,3,3,3
12380,2,No,5,2,1,4,3,3
12381,3,"Yes, again",8,6,2,4,4,5
12382,1,"Yes, next time not",6,4,1,1,1,2
12383,1,No,6,2,1,2,2,2
12384,1,No,5,3,1,2,2,2
12385,3,"Yes, next time not",4,6,1,4,4,4
12386,1,"Yes, next time not",7,4,1,2,1,2
12387,4,"Yes, next time not",5,6,2,6,6,6
12388,1,"Yes, next time not",3,6,1,3,3,2
12389,1,"Yes, next time not",7,4,1,2,2,2
12390,6,No,5,4,7,7,7,7
12391,1,No,5,3,1,1,1,1
12392,1,No,5,2,1,2,2,2
12393,1,No,5,4,1,2,2,2
12394,1,No,4,3,1,2,2,2
12395,1,"Yes, next time not",6,6,1,1,1,1
12396,4,No,6,3,3,5,6,5
12397,4,No,5,4,2,5,5,5
12398,3,"Yes, next time not",4,8,2,4,4,4
12399,2,"Yes, again",8,2,1,3,3,3
12400,7,"Yes, again",7,4,4,8,8,8
12401,1,"Yes, next time not",7,4,1,1,1,2
12402,5,No,6,2,2,6,6,6
12403,5,No,5,4,3,6,6,6
12404,4,No,5,4,3,6,6,6
12405,2,"Yes, next time not",5,2,1,3,3,3
12406,5,No,6,2,6,6,6,6
12407,4,"Yes, next time not",7,5,2,5,5,5
12408,5,No,6,3,3,6,6,6
12409,2,No,6,4,1,3,3,3
12410,4,No,5,4,3,6,6,6
12411,1,No,6,3,1,1,1,1
12412,4,"Yes, next time not",7,4,2,6,6,6
12413,1,"Yes, next time not",7,4,1,1,1,1
12414,4,"Yes, next time not",6,6,2,6,6,6
12415,1,No,6,4,1,1,1,1
12416,3,No,5,3,2,4,4,4
12417,5,No,5,4,3,7,7,7
12418,7,No,6,2,6,8,8,8
12419,7,No,6,2,8,8,9,9
12420,1,No,5,3,1,2,3,2
12421,2,No,5,2,1,3,3,3
12422,3,"Yes, next time not",7,5,2,4,4,5
12423,5,No,6,3,4,6,6,6
12424,3,No,6,4,2,4,4,4
12425,1,No,5,2,1,1,2,2
12426,1,No,6,2,1,1,1,2
12427,2,No,5,2,1,3,3,3
12428,2,No,4,4,1,3,3,3
12429,2,No,5,3,1,4,4,4
12430,1,No,6,3,1,2,2,2
12431,2,No,5,3,2,3,3,3
12432,5,No,6,3,5,7,7,7
12433,3,"Yes, next time not",6,4,2,4,4,5
12434,4,"Yes, next time not",5,7,3,6,6,6
12435,4,"Yes, next time not",3,9,2,5,6,5
12436,7,No,5,2,6,8,8,8
12437,4,No,6,3,2,5,5,5
12438,2,No,5,3,1,3,3,3
12439,3,No,5,3,2,5,5,5
12440,1,No,5,4,1,1,1,1
12441,5,No,5,4,4,6,6,6
12442,3,"Yes, next time not",7,4,1,4,4,4
12443,7,No,6,5,6,8,8,8
12444,1,No,6,2,1,1,1,2
12445,1,No,6,2,1,1,1,1
12446,2,"Yes, again",9,3,1,2,2,3
12447,4,No,6,2,3,5,6,6
12448,2,No,4,3,2,3,3,3
12449,2,No,5,3,1,3,3,3
12450,9,No,6,3,9,9,10,9
12451,1,No,4,4,1,2,2,2
12452,1,No,5,4,1,2,1,1
12453,1,No,6,3,1,2,2,2
12454,4,"Yes, next time not",7,4,3,5,5,6
12455,4,"Yes, next time not",4,6,2,6,6,5
12456,1,No,6,2,1,1,1,1
12457,1,No,5,3,1,1,1,1
12458,3,No,5,4,2,4,4,4
12459,6,"Yes, next time not",2,6,4,8,8,7
12460,4,No,5,4,3,6,6,6
12461,1,No,5,3,1,2,2,2
12462,1,No,5,2,1,2,2,2
12463,4,No,6,2,3,6,6,6
12464,5,No,5,3,3,6,6,6
12465,4,No,5,4,4,6,6,6
12466,2,No,5,4,1,3,3,3
12467,2,No,5,3,1,3,3,3
12468,2,"Yes, next time not",4,4,1,3,3,3
12469,1,No,5,3,1,2,1,1
12470,9,"Yes, next time not",7,5,6,9,9,10
12471,1,No,5,3,1,2,2,2
12472,5,"Yes, next time not",5,8,3,6,6,6
12473,4,No,5,4,4,6,6,6
12474,4,No,5,4,4,6,6,6
12475,9,"Yes, again",9,3,4,9,9,10
12476,1,No,6,4,1,1,1,1
12477,1,No,4,3,1,2,2,2
12478,1,No,6,2,1,2,2,2
12479,1,No,5,3,1,1,1,1
12480,5,"Yes, next time not",3,4,4,6,7,6
12481,5,No,6,2,5,6,6,6
12482,3,"Yes, next time not",4,6,2,4,5,4
12483,3,No,5,2,2,4,5,4
12484,2,No,6,4,1,3,3,3
12485,1,No,5,2,1,2,2,2
12486,4,"Yes, next time not",7,5,3,6,6,6
12487,1,No,5,2,1,2,2,2
12488,5,No,5,3,6,7,7,7
12489,2,"Yes, next time not",7,3,1,3,3,3
12490,7,No,5,4,9,8,8,8
12491,2,No,4,3,1,4,4,3
12492,9,No,6,4,7,9,9,9
12493,4,No,6,4,3,5,5,5
12494,1,No,5,2,1,3,3,2
12495,6,No,6,4,6,7,7,7
12496,3,No,3,5,2,5,5,4
12497,5,No,4,3,6,7,7,7
12498,1,No,5,2,1,2,2,2
12499,2,No,5,4,1,3,3,3
12500,7,"Yes, next time not",7,6,4,8,8,8
12501,1,"Yes, next time not",6,4,1,1,1,1
12502,3,No,5,2,2,4,4,4
12503,5,No,5,3,5,7,7,7
12504,5,No,6,2,5,6,6,6
12505,1,"Yes, next time not",6,4,1,1,1,1
12506,1,No,5,3,1,2,2,2
12507,2,No,5,2,1,3,3,3
12508,1,No,4,4,1,2,2,1
12509,1,No,5,2,1,2,2,2
12510,9,No,4,6,9,10,10,9
12511,4,"Yes, next time not",8,7,2,5,5,6
12512,3,No,6,4,2,4,4,4
12513,4,"Yes, next time not",7,6,3,5,6,6
12514,1,No,6,2,1,1,1,1
12515,5,No,6,4,3,6,6,6
12516,3,No,5,2,2,4,5,4
12517,2,No,6,1,1,3,3,3
12518,3,"Yes, next time not",7,4,2,4,4,4
12519,3,No,6,4,2,4,4,4
12520,4,"Yes, next time not",8,4,2,5,5,6
12521,1,"Yes, next time not",6,5,1,1,1,1
12522,5,No,5,3,2,7,7,7
12523,4,"Yes, next time not",5,4,3,6,6,6
12524,4,No,5,3,3,6,6,6
12525,6,No,5,3,6,8,8,8
12526,4,No,4,3,4,6,6,6
12527,4,"Yes, again",8,2,2,6,5,6
12528,2,No,5,4,1,3,3,3
12529,3,No,5,3,2,4,4,4
12530,1,No,5,3,1,1,2,2
12531,3,"Yes, next time not",7,5,2,5,5,5
12532,2,No,4,4,1,3,3,3
12533,3,"Yes, again",8,6,1,4,4,5
12534,2,"Yes, next time not",4,6,2,3,4,3
12535,1,No,5,2,1,2,2,2
